Nom;Aspect;Curvature;DEM;Density_river;Density_road;Distance_river;Distance_road;Flow_direction;NDBI;NDVI;NDWI;Slope;TWI_final;Rainfall
No;0,940471;0,549451;0,072567;0,342587;0;0,044962;0,338254;0,248031;0,420013;0,881999;0,579987;0,387396;0,26308;0,865557
No;0,098969;0,538462;0,247938;0,060432;0;0,395739;0,34853;0,248031;0,357262;0,889954;0,642738;0,295211;0,282325;0,86975
No;0,829408;0,516483;0,139087;0,220603;0;0,184824;0,469145;0,122047;0,354014;0,851867;0,645986;0,429302;0,0744;0,860972
No;0,146819;0,472527;0,152831;0,074559;0;0,072227;0,235829;0;0,404372;0,873646;0,595628;0,494596;0,160383;0,905636
No;0,864404;0,472527;0,186366;0,106806;0;0,228919;0,205423;0,248031;0,366323;0,881338;0,633677;0,350068;0,135097;0,917603
No;0,264991;0,549451;0,170973;0,097245;0;0,177309;0,281408;0;0,386676;0,871718;0,613324;0,439195;0,122868;0,91754
No;0,84087;0,516483;0,26773;0,072579;0;0,14284;0,281599;0,122047;0,386258;0,880535;0,613742;0,401417;0,078094;0,904363
No;0,236248;0,450549;0,263332;0,051525;0;0,152329;0,274483;0;0,352343;0,900064;0,647657;0,560127;0,194098;0,871971
No;0,886725;0,516483;0,327653;0,13239;0,160778;0,276667;0,099236;0,122047;0,391399;0,890821;0,608601;0,203703;0,143376;0,466455
No;0,364395;0,538462;0,407367;0,121897;0,022039;0,301795;0,117013;0,011811;0,364341;0,869645;0,635659;0,327269;0,088816;0,429092
No;0,902385;0,571429;0,153931;0,228325;0,001665;0,029625;0,187495;0,122047;0,38836;0,861653;0,61164;0,386867;0,080085;0,883341
No;0,278544;0,516483;0,330951;0,158842;0,017434;0,080062;0,140816;0,003937;0,353501;0,880421;0,646499;0,231543;0,137267;0,88544
No;0,94675;0,538462;0,384277;0,097146;0,012577;0,128138;0,121714;0,248031;0,370946;0,873574;0,629054;0,305928;0,173358;0,91685
No;0,173447;0,494505;0,24519;0,110894;0,020075;0,049652;0,105179;0,5;0,382474;0,871979;0,617526;0,469591;0,069291;0,916834
No;0,108379;0,549451;0,137988;0,124991;0,097351;0,075498;0,045962;0,5;0,413015;0,840833;0,586985;0,416642;0,076059;0,917133
No;0,910888;0,527473;0,210006;0,285012;0,061393;0,025318;0,089584;0,122047;0,365853;0,869107;0,634147;0,453068;0,071358;0,677401
No;0,923342;0,461539;0,300165;0,095268;0,01139;0,134153;0,14958;0,122047;0,362082;0,889236;0,637918;0,577237;0,207343;0,562249
No;0,076428;0,494505;0,473887;0,224433;0,000211;0,037944;0,198888;0,5;0,379599;0,852901;0,620401;0,399753;0,07832;0,41704
No;0,949805;0,571429;0,417812;0,038862;0;0,167499;0,288797;0,248031;0,395736;0,86412;0,604264;0,122979;0,135502;0,49456
Yes;0,002773;0,549451;0,027488;0,375717;0,059394;0,092732;0,057539;0,248031;0,664253;0,610765;0,335747;0,228569;0,215078;0,917716
Yes;0,841412;0,516483;0,030786;0,37325;0,06145;0,065946;0,04892;0,122047;0,575769;0,684523;0,424231;0,1267;0,23839;0,917685
Yes;0,002773;0,516483;0,02144;0,372176;0,06898;0,021982;0,037386;0,248031;0,548207;0,699921;0,451793;0,039179;0,237377;0,917659
Yes;0,982158;0,56044;0,051677;0,270789;0,090134;0,094261;0,000724;0,248031;0,360249;0,688417;0,639751;0,500961;0,115202;0,917624
No;0,333707;0,450549;0,251787;0,066907;0;0,264028;0,320102;0,003937;0,362054;0,882431;0,637946;0,582372;0,222898;0,468347
No;0,938477;0,43956;0,402969;0,128512;0,115915;0,200635;0,055041;0,248031;0,340923;0,87525;0,659077;0,656644;0,141433;0,453615
No;0,817821;0,461539;0,273777;0,063874;0;0,383437;0,356536;0,059055;0,365217;0,875226;0,634783;0,498932;0,128473;0,488523
No;0,136609;0,516483;0,224299;0,175576;0;0,224877;0,392807;0,5;0,373639;0,870918;0,626361;0,43509;0,123396;0,661571
No;0,309043;0,494505;0,127543;0,132271;0;0;0,270506;0,003937;0,401284;0,858198;0,598716;0,572045;0,119836;0,735802
No;0,59691;0,571429;0,208356;0,073103;0;0,113051;0,373468;0,011811;0,393868;0,869374;0,606132;0,460591;0,101798;0,698985
No;0,178654;0,527473;0,255085;0,165611;0;0,300108;0,321815;0;0,366354;0,870976;0,633646;0,172521;0,119809;0,592686
No;0,555521;0,538462;0,235294;0,188215;0,027913;0,139381;0,081696;0,011811;0,391145;0,87311;0,608855;0,357444;0,157141;0,847181
No;0,995443;0,56044;0,253986;0,05394;0;0,035805;0,435428;0,122047;0,38944;0,880506;0,61056;0,272878;0,129291;0,868553
No;0,019531;0,626374;0,357339;0,043529;0;0,433372;0,232937;0,248031;0,350673;0,895959;0,649327;0,641871;0,121864;0,873703
No;0,5755;0,395604;0,33425;0,051753;0;0,225621;0,343669;0,027559;0,368763;0,880615;0,631237;0,65959;0,188908;0,870023
No;0,834751;0,615385;0,261132;0,172459;0;0,217248;0,524129;0,122047;0,383481;0,877894;0,616519;0,393659;0,178639;0,855741
No;0,649809;0,571429;0,105003;0,148274;0,022589;0,147192;0,085063;0,027559;0,393486;0,880099;0,606514;0,428126;0,200095;0,917645
No;0,552959;0,538462;0,384827;0,057951;0,002234;0,32751;0,157886;0,011811;0,337819;0,899998;0,662181;0,030983;0,198273;0,876622
No;0,077538;0,494505;0,372183;0,171;0,06804;0,146487;0,054793;0,5;0,361494;0,877067;0,638506;0,528871;0,206024;0,892422
No;0,392911;0,56044;0,302914;0,184997;0,001542;0,185384;0,143119;0,003937;0,350433;0,887481;0,649567;0,38402;0,19662;0,89006
No;0,715353;0,593407;0,384827;0,10719;0,051742;0,10991;0,087152;0,059055;0,346464;0,878169;0,653536;0,461355;0,070317;0,917197
No;0,687712;0,604396;0,570094;0,083143;0,000822;0,282783;0,169195;0,059055;0,336946;0,896227;0,663054;0,529618;0,062035;0,917299
No;0,430561;0,527473;0,128642;0,353575;0,013264;0,070219;0,120649;0,003937;0,404554;0,867447;0,595446;0,281072;0,177578;0,889309
No;0,923954;0,549451;0,39967;0,078976;0,001917;0,029791;0,101622;0,248031;0,353378;0,882686;0,646622;0,386336;0,199654;0,917228
No;0,841412;0,538462;0,13249;0,159245;0,011788;0,057648;0,084022;0,059055;0,396969;0,861811;0,603031;0,1267;0,1969;0,888977
No;0,070547;0,56044;0,057174;0,18411;0,031499;0,249826;0,081513;0,248031;0,386359;0,87029;0,613641;0,230062;0,377594;0,857763
No;0,132212;0,450549;0,231996;0,170449;0,023066;0,085425;0,063554;0,5;0,379055;0,865715;0,620946;0,424562;0,183594;0,641349
No;0,649155;0,483517;0,114898;0,254657;0,028926;0,08623;0,049294;0,027559;0,386424;0,877425;0,613576;0,363606;0,177528;0,787527
No;0,480788;0,516483;0,285871;0,205837;0,020645;0,028437;0,139892;0,011811;0,339164;0,896569;0,660836;0,507973;0,145744;0,526958
No;0,764374;0,615385;0,206157;0,114451;0,019803;0,125061;0,070418;0,059055;0,374916;0,882557;0,625085;0,512155;0,189654;0,601565
No;0;0,527473;0,318856;0,313118;0,15559;0,065946;0,002047;0,011811;0,415918;0,568669;0,584082;0;0,487387;0,464844
No;0,754623;0,505494;0,082463;0,117076;0,114804;0,066021;0,010685;0,027559;0,4117;0,847099;0,5883;0,431054;0,105559;0,917627
No;0,83278;0,527473;0,081363;0,270406;0,110681;0,195002;0,002984;0,059055;0,383362;0,851144;0,616638;0,337425;0,168382;0,917799
No;0;0,527473;0,06597;0,23378;0,112737;0,007022;0,042604;0,027559;0,382164;0,867393;0,617836;0;0,596779;0,917857
No;0,988066;0,549451;0,324904;0,080279;0,042688;0,163838;0,148032;0,248031;0,360454;0,886751;0,639546;0,340708;0,136498;0,4619
No;0,825037;0,571429;0,233095;0,15335;0;0,168993;0,439594;0,059055;0,374018;0,879509;0,625982;0,365558;0,145861;0,679744
No;0,5755;0,527473;0,271578;0,201561;0;0,313558;0,444168;0,027559;0,383014;0,881288;0,616986;0,365558;0,08309;0,559487
No;0;0,527473;0,142936;0,161826;0;0,161473;0,290735;0;0,387304;0,873384;0,612696;0;0,364767;0,731151
No;0,751382;0,483517;0,188015;0,254717;0;0,345432;0,334311;0,122047;0,393844;0,887278;0,606156;0,210461;0,219017;0,854021
No;0,681106;0,56044;0,279274;0,061306;0;0,392285;0,351318;0,059055;0,352225;0,874672;0,647775;0,379499;0,175268;0,860842
No;0,377077;0,527473;0,230896;0,147008;0;0,052265;0,435884;0,003937;0,370735;0,885961;0,629265;0,013862;0,23471;0,856815
No;0,170774;0,505494;0,143485;0,060129;0,007993;0,279557;0,09779;0,5;0,390801;0,876791;0,609199;0,523952;0,062706;0,889424
No;0,657972;0,516483;0,436504;0,042663;0;0,353014;0,282004;0,059055;0,367328;0,870544;0,632672;0,388803;0,142588;0,872797
No;0,48209;0,538462;0,358988;0,260156;0,013856;0,124349;0,125295;0,011811;0,391934;0,883416;0,608066;0,300506;0,284183;0,402256
No;0,002773;0,494505;0,109951;0,137873;0,026138;0,173712;0,025421;0,248031;0,364808;0,874387;0,635192;0,135864;0,447005;0,890775
No;0,619998;0,571429;0,216603;0,15009;0,062554;0,008882;0,102514;0,011811;0,377668;0,872046;0,622332;0,55215;0,059384;0,919994
No;0,626614;0,527473;0,384827;0,075174;0,000822;0,295254;0,180428;0,059055;0,327501;0,904535;0,672499;0,013862;0,23471;0,917703
No;0,127541;0,483517;0,339197;0,098177;0;0,243266;0,22397;0,5;0,343971;0,897898;0,656029;0,216167;0,24913;0,88806
No;0,267159;0,571429;0,24409;0,189351;0,011404;0,207021;0,158165;0;0,383271;0,865094;0,616729;0,530826;0,161382;0,885762
No;0,4714;0,505494;0,358988;0,083127;0,000822;0,161473;0,187272;0,003937;0,374134;0,879886;0,625866;0,553903;0,12195;0,917579
No;0,127541;0,527473;0,373832;0,121317;0;0,073244;0,205581;0,5;<Null>;<Null>;<Null>;0,013862;0,23471;0,854022
No;0,693053;0,571429;0,293018;0,172029;0,011604;0,13735;0,126373;0,027559;0,361128;0,881185;0,638872;0,477061;0,162525;0,879197
No;0,713599;0,450549;0,272677;0,143697;0,001511;0,182299;0,179143;0,059055;0,345571;0,871243;0,654429;0,551982;0,230751;0,693647
No;0,034866;0,527473;0,551952;0,101569;0,003484;0,104813;0,183571;0,248031;0,365086;0,886285;0,634914;0,638412;0,153649;0,639174
No;0,023377;0,505494;0,223749;0,212012;0,007531;0,078003;0,10268;0,248031;0,375678;0,885724;0,624322;0,561414;0,089687;0,751265
No;0,814303;0,527473;0,483233;0,09619;0;0,043964;0,25655;0,059055;0,343073;0,892295;0,656927;0,502234;0,277309;0,569695
No;0,377077;0,527473;0,192963;0,161692;0,013903;0,147627;0,18127;0;0,387371;0,879076;0,612629;0,434517;0,154855;0,533648
No;0,22322;0,483517;0,540957;0,101844;0;0,164858;0,216499;0;0,332814;0,90378;0,667186;0,471786;0,100405;0,555412
No;0,71451;0,450549;0,258384;0,086197;0,001157;0,019102;0,177768;0,059055;0,389751;0,870072;0,610249;0,48233;0,099107;0,597223
No;0;0,527473;0,307862;0,038071;0,001209;0,157923;0,179305;0,059055;0,350939;0,896809;0,649061;0;0,396153;0,877297
No;0,47561;0,483517;0,104453;0,220623;0,035102;0,052641;0,12486;0,011811;0,397781;0,872841;0,602219;0,428568;0,190636;0,799634
No;0,252309;0,527473;0,330951;0,382013;0,103834;0,172745;0,012323;0;0,544138;0,661019;0,455862;0,154803;0,205991;0,464312
No;0,480507;0,472527;0,369984;0,207924;0,048401;0,180341;0,045956;0,011811;0,416181;0,837569;0,58382;0,34244;0,117877;0,408418
No;0,178654;0,505494;0,054975;0,18465;0,105503;0,056612;0,099333;0,011811;0,377009;0,863629;0,622991;0,087317;0,368719;0,920436
No;0,66891;0,582418;0,147883;0,331613;0,005697;0,166554;0,094824;0,027559;0,379976;0,857951;0,620024;0,300506;0,192614;0,883156
No;0,871479;0,582418;0,352941;0,249905;0,140841;0,143013;0,029127;0,122047;0,276608;0,909723;0,723392;0,424562;0,137789;0,462086
No;0,741466;0,494505;0,285871;0,252503;0,008755;0,140614;0,063422;0,059055;0,380385;0,857311;0,619614;0,529897;0,124773;0,881494
No;0,713007;0,648352;0,240792;0,1277;0;0,088431;0,344463;0,059055;0,35763;0,876909;0,64237;0,569592;0,05735;0,498868
No;0,309303;0,494505;0,168224;0,194651;0;0,289265;0,373122;0,003937;0,380218;0,875238;0,619782;0,165031;0,301656;0,665036
No;0,684435;0,538462;0,095107;0,131856;0,025299;0,037944;0,126474;0,059055;0,384825;0,854466;0,615175;0,296547;0,093787;0,842747
No;0,443516;0,43956;0,1116;0,124276;0;0,027014;0,282224;0,011811;0,387783;0,855411;0,612217;0,477061;0,253759;0,85011
No;0,653737;0,571429;0,184717;0,246226;0;0,252633;0,385904;0,027559;0,406776;0,861637;0,593224;0,376186;0,181066;0,851249
No;0,892811;0,516483;0,402969;0,056616;0;0,199822;0,254375;0,122047;0,363592;0,878436;0,636408;0,255426;0,101137;0,869928
No;0,564562;0,450549;0,192413;0,144246;0;0,23504;0,428425;0,027559;0,38253;0,85998;0,617471;0,45201;0,134263;0,85861
No;0,198825;0,549451;0,258384;0,064627;0,002413;0,108465;0,167429;0;0,362299;0,890594;0,637701;0,382042;0,161886;0,884022
No;0,386993;0,505494;0,249038;0,093808;0,006426;0,200389;0,07246;0,003937;0,359905;0,888555;0,640095;0,216568;0,181955;0,885492
No;0,252309;0,483517;0,147883;0,168737;0,013018;0,262172;0,009435;0;0,380145;0,87152;0,619855;0,298404;0,268762;0,896625
No;0,595255;0,604396;0,196811;0,203449;0,018659;0,339994;0,002047;0,027559;0,389283;0,864492;0,610717;0,332067;0,137817;0,897407
No;0,225446;0,527473;0,068719;0,250426;0,022563;0,210048;0,059551;0;0,404259;0,864949;0,595741;0,376001;0,144374;0,919355
No;0,13092;0,615385;0,161078;0,206958;0,023783;0,378715;0,022293;0,5;0,40008;0,86148;0,59992;0,543771;0,176507;0,892655
No;0,441398;0,472527;0,388125;0,310694;0,009695;0,168321;0,133706;0,003937;0,37581;0,884914;0,62419;0,206268;0,253371;0,401996
No;0,087713;0,703297;0,279824;0,147865;0,081847;0,034543;0,070496;0,5;0,365394;0,866161;0,634606;0,769853;0,146253;0,884249
No;0,725146;0,483517;0,387576;0,141894;0,098592;0,029625;0,014848;0,059055;0,343862;0,895592;0,656138;0,335653;0,215809;0,886655
No;0,997804;0,582418;0,235294;0,18053;0,018195;0,025122;0,140927;0,248031;0,380996;0,881701;0,619004;0,445148;0,145237;0,882898
No;0,277848;0,593407;0,429357;0,079084;0,011638;0,406107;0,139823;0;0,336716;0,899794;0,663284;0,590469;0,143039;0,904401
No;0,715353;0,483517;0,135789;0,098198;0,005549;0,056612;0,107238;0,027559;0,435557;0,815459;0,564442;0,461355;0,101703;0,920413
No;0,398415;0,516483;0,191314;0,070482;0,002555;0,25312;0,161252;0;0,381349;0,874655;0,618651;0,457508;0,164956;0,922419
No;0,025314;0,593407;0,174821;0,151569;0,024522;0,153232;0,100931;0,5;0,381873;0,864907;0,618128;0,137216;0,13045;0,874103
No;0,252309;0,571429;0,191864;0,147074;0,005699;0,082429;0,100003;0;0,367513;0,874449;0,632487;0,347765;0,251579;0,792861
No;0,08178;0,494505;0,342496;0,12311;0,001113;0,087591;0,180753;0,5;0,350241;0,87917;0,649759;0,362229;0,227472;0,743076
No;0,708339;0,593407;0,382078;0,123724;0;0,00314;0,210583;0,059055;0,360588;0,87636;0,639412;0,342655;0,136204;0,721462
No;0,053886;0,483517;0,432105;0,090816;0;0,150996;0,26202;0,5;0,350766;0,87932;0,649234;0,44226;0,135502;0,701687
No;0,907508;0,571429;0,195712;0,14622;0,004977;0;0,098428;0,122047;0,36365;0,876089;0,63635;0,27138;0,171051;0,77402
No;0,249788;0,428571;0,298516;0,104117;0;0,061936;0,258783;0;0,3954;0,862778;0,6046;0,523186;0,125568;0,539823
No;0,187988;0,494505;0,191864;0,212488;0,015849;0,133083;0,160704;0,5;0,382021;0,894091;0,617979;0,348396;0,116986;0,513198
No;0,04169;0,494505;0,327103;0,348871;0,148924;0,072839;0,09524;0,5;0,350771;0,863884;0,649229;0,434374;0,105129;0,435522
No;0,720024;0,494505;0,183617;0,376321;0,107811;0,256699;0,091904;0,059055;0,396912;0,832143;0,603088;0,329109;0,119915;0,448298
No;0,142391;0,483517;0,207807;0,446157;0,126849;0,154002;0,019445;0,5;0,390412;0,86867;0,609588;0,405198;0,28233;0,397083
No;0,229767;0,516483;0,120396;0,223205;0,112244;0,135179;0,029811;0;0,2916;0,903297;0,7084;0,326343;0,138705;0,920685
No;0,339295;0,56044;0,137438;0,130776;0;0,025318;0,423813;0,003937;0,402896;0,869992;0,597104;0,423963;0,174586;0,530567
No;0;0,527473;0,131941;0,104549;0;0,106816;0,336239;0,011811;0,303376;0,908101;0,696624;0;0,445898;0,711821
No;0,08333;0,494505;0,109951;0,111494;0,028481;0,030928;0,002047;0,248031;0,370268;0,87334;0,629732;0,100375;0,194568;0,820984
Yes;0;0,527473;0,02199;0,348659;0,047217;0,046366;0,028946;0,248031;0,378374;0,865206;0,621626;0;0,469027;0,920374
Yes;0,127541;0,571429;0,023639;0,361443;0,04432;0,088821;0,02826;0,5;0,552409;0,762992;0,447591;0,110176;0,140554;0,920454
Yes;0,046983;0,582418;0,042881;0,351971;0,04946;0,00314;0,016406;0,248031;0,465896;0,84661;0,534104;0,273772;0,097745;0,918154
Yes;0,397682;0,516483;0,028587;0,346744;0,051319;0,004441;0,022723;0,003937;0,319968;0,912015;0,680032;0,305162;0,12374;0,918147
Yes;0,06322;0,505494;0,028037;0,355824;0,042871;0,021066;0,040063;0,248031;0,321335;0,889262;0,678665;0,104949;0,433182;0,920335
No;0,626614;0,549451;0,340847;0,0975;0,00266;0,147627;0,17765;0,059055;0,379225;0,8715;0,620775;0,041551;0,184965;0,501047
No;0,472757;0,494505;0,179219;0,139545;0;0,131143;0,338591;0,011811;0,379329;0,857044;0,620671;0,471786;0,100405;0,535224
No;0,059767;0,56044;0,113799;0,286198;0;0,22163;0,351724;0,248031;0,373867;0,849397;0,626132;0,316619;0,257528;0,589471
No;0,765784;0,450549;0,20011;0,08943;0,010135;0,022645;0,129976;0,059055;0,41242;0,871231;0,58758;0,473839;0,100151;0,778301
No;0,765784;0,450549;0,20011;0,08943;0,010135;0,022645;0,129976;0,059055;0,41242;0,871231;0,58758;0,473839;0,100151;0,778301
No;0,070952;0,571429;0,202859;0,071847;0,021947;0,264755;0,125983;0,248031;0,419602;0,878988;0,580397;0,53441;0,124239;0,84348
No;0,104999;0,538462;0,153381;0,230545;0;0,276096;0,379354;0,5;0,388562;0,869727;0,611438;0,097523;0,195887;0,851797
No;0,988722;0,373626;0,13359;0,132971;0;0,189071;0,330771;0,248031;0,416034;0,877049;0,583966;0,607162;0,175619;0,854872
No;0,437524;0,626374;0,416163;0,232974;0,055089;0,290218;0,087715;0,003937;0,339732;0,88557;0,660268;0,460973;0,070365;0,48094
No;0,277187;0,549451;0,309511;0,257156;0,022109;0,052641;0,000724;0;0,622631;0,59304;0,377369;0,185049;0,116522;0,408579
No;0,506658;0,582418;0,760858;0,108011;0,069119;0,123912;0,014218;0,011811;0,311797;0,910268;0,688203;0,306945;0,154832;0,881196
No;0,626614;0,505494;0,648708;0,110413;0,060301;0,028263;0,013106;0,059055;0,41199;0,870918;0,58801;0,069137;0,261325;0,882036
No;0,349329;0,571429;0,613524;0,094619;0,034057;0,164319;0,10509;0,003937;0,347976;0,886078;0,652024;0,429741;0,074343;0,882945
No;0,038802;0,538462;0,346344;0,133008;0,010743;0,189696;0,108994;0,5;0,358733;0,887353;0,641267;0,252473;0,151447;0,883734
No;0,736377;0,406593;0,261132;0,161493;0,042678;0,329132;0,036686;0,059055;0,352466;0,875203;0,647534;0,684713;0,169544;0,923351
No;0,154324;0,527473;0,358439;0,172115;0,011814;0,186867;0,186411;0,5;0,346296;0,890094;0,653704;0,549195;0,05973;0,49226
No;0,185557;0,582418;0,301814;0,245954;0,015677;0,150734;0,128884;0;0,366133;0,866002;0,633867;0,448403;0,103334;0,467428
No;0,127541;0,461539;0,161078;0,240591;0,036009;0,178528;0,148436;0,5;0,368235;0,857586;0,631765;0,491843;0,179077;0,453189
No;0,774747;0,571429;0,472237;0,098109;0,074417;0,231105;0,11226;0,059055;0,329261;0,870871;0,670739;0,469591;0,200167;0,430921
No;0,046983;0,516483;0,263881;0,101583;0,001452;0,100489;0,05651;0,5;0,377674;0,86691;0,622326;0,141186;0,178875;0,437776
No;0,269888;0,527473;0,341946;0,225191;0,125054;0,120196;0,082109;0;0,335612;0,87734;0,664388;0,577088;0,283359;0,428635
No;0,073641;0,56044;0,280374;0,227408;0,149652;0,13587;0,026922;0,248031;0,374773;0,838578;0,625227;0,241945;0,25777;0,4198
No;0,107285;0,461539;0,185267;0,234645;0,148018;0,015701;0,00422;0,5;0,411299;0,836172;0,588701;0,476349;0,180972;0,414739
No;0,778245;0,56044;0,142386;0,135214;0,003109;0,061697;0,183119;0,059055;0,402416;0,860615;0,597584;0,376001;0,221565;0,780385
No;0,654686;0,505494;0,078065;0,420738;0,128407;0,196839;0,0494;0,027559;0,464807;0,777106;0,535192;0,365364;0,114504;0,921226
No;0,49127;0,483517;0,06597;0,164241;0,005464;0,012561;0,155008;0;0,376217;0,871711;0,623783;0,145671;0,273433;0,900448
No;0;0,527473;0,318856;0,362714;0,050265;0,072295;0,067051;0;0,437655;0,778471;0,562345;0;0,521695;0,468065
No;0;0,527473;0,318856;0,281824;0,01169;0,060405;0,078892;0,122047;0,404526;0,828299;0,595474;0;0,781831;0,464359
No;0,966913;0,538462;0,393073;0,290626;0,019332;0,215425;0,121195;0,248031;0,351832;0,875882;0,648168;0,2244;0,322232;0,459832
No;0;0,527473;0,131941;0,095088;0;0,053753;0,240982;0,059055;0,361372;0,884061;0,638628;0;0,484263;0,727616
Yes;0,895905;0,505494;0,025289;0,373526;0,059365;0,004441;0,03364;0,122047;0,435521;0,828089;0,564479;0,111022;0,248779;0,920947
Yes;0,927263;0,549451;0,032985;0,376748;0,061236;0,011322;0,044338;0,059055;0,454622;0,841366;0,545378;0,043794;0,18258;0,920975
No;0,33816;0,516483;0,252886;0,228679;0;0,050343;0,315266;0,248031;0,363854;0,885093;0,636146;0,057059;0,170567;0,558875
No;0,856395;0,527473;0,228697;0,2555;0;0,349872;0,296803;0,059055;0,402841;0,871027;0,597159;0,406336;0,108817;0,666234
No;0,276559;0,582418;0,334799;0,057222;0,015305;0,512648;0,112593;0;0,40694;0,879666;0,593059;0,456211;0,120707;0,810995
No;0,413106;0,538462;0,237493;0,092032;0,000674;0,326409;0,190529;0,011811;0,401936;0,84897;0,598064;0,34565;0,117395;0,845229
No;0,994016;0,527473;0,174821;0,079639;0,00549;0,077687;0,140615;0,122047;0,403787;0,867506;0,596213;0,219742;0,139771;0,727339
No;0,323004;0,527473;0,174272;0,232345;0;0,410166;0,32338;0,003937;0,414684;0,87295;0,585316;0,57477;0,056748;0,863826
No;0,566167;0,549451;0,130291;0,103206;0;0,088152;0,227302;0,011811;0,413303;0,860867;0,586696;0,218162;0,140116;0,856956
No;0,480071;0,450549;0,142936;0,192648;0;0,230357;0,452864;0,011811;0,403736;0,853931;0,596264;0,49547;0,097506;0,864007
No;0,347374;0,43956;0,224299;0,123113;0;0,042713;0,35575;0,003937;0,349087;0,871541;0,650913;0,460591;0,143288;0,878346
No;0,49127;0,461539;0,255635;0,230739;0,014368;0,271613;0,117974;0,011811;0,365074;0,882524;0,634926;0,505487;0,184408;0,909222
No;0,87615;0,483517;0,329852;0,152436;0,032632;0,224372;0,141439;0,248031;0,364417;0,890982;0,635583;0,110176;0,244814;0,507946
No;0,672251;0,571429;0,573392;0,084005;0,025657;0,167263;0,134843;0,059055;0,358137;0,893728;0,641863;0,53441;0,092854;0,884621
No;0,60353;0,56044;0,62177;0,06005;0,018908;0,479643;0,036935;0,027559;0,342705;0,897733;0,657295;0,495797;0,154191;0,906305
No;0,69706;0,571429;0,322155;0,052287;0,023529;0,105282;0,089646;0,059055;0,386098;0,8612;0,613902;0,520869;0,175589;0,9076
No;0,470487;0,527473;0,055525;0,342282;0;0;0,470067;0,011811;0,376438;0,908707;0,623562;0,195769;0,236489;0,855561
No;0,467393;0,527473;0,126993;0,253479;0;0,090416;0,503495;0,011811;0,388576;0,854626;0,611424;0,507251;0,114445;0,857281
No;0,712464;0,516483;0,329852;0,290063;0;0,00314;0,223798;0,011811;0,334698;0,880697;0,665302;0,080552;0,154874;0,399152
No;0,871738;0,637363;0,102804;0,407603;0,158043;0,084555;0,015871;0,122047;0,381742;0,869103;0,618258;0,444601;0,145307;0,921372
No;0,315026;0,505494;0,410665;0,248336;0,003961;0,208776;0,1841;0,003937;0,378396;0,871978;0,621604;0,24643;0,190988;0,464625
No;0,958621;0,615385;0,470039;0,187087;0,001632;0,081648;0,172414;0,122047;0,349255;0,876544;0,650745;0,485547;0,067328;0,460797
No;0,245601;0,461539;0,452996;0,230567;0,007851;0,211055;0,078958;0;0,370856;0,872355;0,629144;0,569592;0,088735;0,406328
No;0,131953;0,527473;0,122595;0,251355;0;0,051505;0,300049;0,5;0,410025;0,889898;0,589975;0,444601;0,103817;0,619099
No;0,276932;0,593407;0,33315;0,084081;0,015615;0,066245;0,134579;0;0,341966;0,89829;0,658034;0,533771;0,27184;0,887209
No;0,690935;0,56044;0,594832;0,169137;0;0,07756;0,240277;0,027559;0,355887;0,878516;0,644113;0,104949;0,142782;0,457087
No;0,239101;0,483517;0,37713;0,170904;0;0,019861;0,240015;0;0,376585;0,884179;0,623415;0,425011;0,174449;0,461149
No;0,312118;0,538462;0,322155;0,098226;0,023076;0,128138;0,108871;0;0,394748;0,867927;0,605252;0,410992;0,076809;0,518146
No;0,873313;0,461539;0,269929;0,245983;0;0,155912;0,227538;0,248031;0,378204;0,872883;0,621796;0,612034;0,052436;0,552482
No;0,732778;0,538462;0,24354;0,157009;0,001025;0,179107;0,181914;0,059055;0,371646;0,881344;0,628354;0,317103;0,19468;0,681094
No;0,714249;0,472527;0,255635;0,145561;0,005222;0;0,108994;0,027559;0,378441;0,859731;0,62156;0,388101;0,213237;0,69207
No;0,252309;0,538462;0,120946;0,263286;0;0,004441;0,222638;0;0,40624;0,865675;0,59376;0,039179;0,219017;0,601936
No;0,39624;0,505494;0,322155;0,161368;0;0,043739;0,305798;0,003937;0,382886;0,864134;0,617114;0,416642;0,230064;0,894084
No;0,223119;0,648352;0,13414;0,194223;0;0,096739;0,240843;0;0,380692;0,871954;0,619308;0,754999;0,13984;0,905141
No;0,869247;0,516483;0,57669;0,156952;0;0,145711;0,216247;0,122047;0,364034;0,888805;0,635965;0,303105;0,124079;0,405735
No;0,021533;0,472527;0,179219;0,079004;0,020832;0,356904;0,099796;0,248031;0,369128;0,851032;0,630872;0,500961;0,128228;0,798438
No;0,357322;0,593407;0,274876;0,066061;0,024805;0,215013;0,036743;0,003937;0,352567;0,842894;0,647433;0,316861;0,194718;0,770428
No;0,297751;0,582418;0,351292;0,097434;0,002617;0,257523;0,174748;0;0,376793;0,876597;0,623207;0,170947;0,120238;0,5142
No;0,734721;0,483517;0,157229;0,147731;0;0,00314;0,434634;0,059055;0,379753;0,862931;0,620247;0,349442;0,11683;0,870358
No;0,061102;0,549451;0,147883;0,150055;0,021169;0,143219;0,09205;0,248031;0,376512;0,863789;0,623488;0,37748;0,11278;0,895255
No;0,303422;0,494505;0,184717;0,231849;0,028944;0,196664;0,146808;0,003937;0,380553;0,871712;0,619447;0,268045;0,248018;0,890594
No;0,572121;0,582418;0,321605;0,068802;0;0,211731;0,239753;0,027559;0,36765;0,861828;0,63235;0,523569;0,237085;0,88821
